rodada,apelido,atleta_id,posicao_id,clube_id,entrou_em_campo,pontuacao,CA,DS,FC,FS,PI,FD,I,FF,FT,SG,A,DE,GS,G,DP,PC,PP,CV,PS,GC,clube_nome,posicao_nome,posicao_abreviacao
12,Moraes,95058,2,277,True,0.8,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Lateral,lat
12,Nicolas,95127,2,293,True,0.8,0,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Athlético-PR,Lateral,lat
12,Matheus Jesus,95335,4,286,True,4.1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Meia,mei
12,Marcelo Benevenuto,95638,3,356,True,6.8,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fortaleza,Zagueiro,zag
12,Nathan Silva,95794,3,282,True,-0.2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Zagueiro,zag
12,Artur,95799,5,280,True,6.5,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
12,Yan Sasse,96055,4,327,True,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,América-MG,Meia,mei
12,Lima,96340,4,354,True,0.7,1,1,1,5,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Meia,mei
12,Daniel,96468,1,285,True,9.0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,Internacional,Goleiro,gol
12,Allan,96652,4,282,True,4.2,0,3,0,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-MG,Meia,mei
12,Arthur Gomes,96966,5,373,True,4.2,0,0,0,4,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Atacante,ata
12,Yony González,97080,5,354,True,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Atacante,ata
12,Dudu,97133,2,373,True,2.0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Lateral,lat
12,Janderson,97245,5,373,True,0.1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlético-GO,Atacante,ata
12,Gustavo Mosquito,97450,5,264,True,8.1,0,0,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Corinthians,Atacante,ata
12,Busanello,97537,2,315,True,2.8,0,2,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Lateral,lat
12,Léo Ortiz,97867,3,280,True,-2.0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Zagueiro,zag
12,Matheus Bahia,97899,2,265,True,-0.9,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahia,Lateral,lat
12,Maílson,98034,1,292,True,7.0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,Sport,Goleiro,gol
12,Pedro Naressi,98529,4,354,True,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceará,Meia,mei
12,Fernando Pacheco,98740,5,286,True,0.7,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juventude,Atacante,ata
12,Jean Pyerre,98832,4,284,True,-3.2,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grêmio,Meia,mei
12,Cuello,98909,5,280,True,3.0,1,1,3,4,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Bragantino,Atacante,ata
12,Derlan,98945,3,315,True,2.9,0,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chapecoense,Zagueiro,zag
12,Viña,98974,2,275,True,6.7,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Palmeiras,Lateral,lat
12,Lucas Braga,99119,5,277,True,2.3,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santos,Atacante,ata
12,Chico,99253,3,292,True,4.1,0,2,4,1,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Sport,Zagueiro,zag
12,Michael,99392,5,262,True,0.0,0,1,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flamengo,Atacante,ata
